Revision,Author,Date,# Lines,Comment,File Changed
1495830,Thomas,"2015-07-23 14:21:42 +0100 (Thu, 23 Jul 2015)",1,"Added lint ignore for UnusedResources",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/res/values/strings.xml
1495841,Thomas,"2015-07-23 14:32:43 +0100 (Thu, 23 Jul 2015)",1,"Removed UnusedResources",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml
1495875,/OU=Domain Control Validated/CN=svn.company.net,"2015-07-23 15:00:50 +0100 (Thu, 23 Jul 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1495947,Thomas,"2015-07-23 16:09:42 +0100 (Thu, 23 Jul 2015)",1,"Moved app recommendations icons into client",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/lint.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/res/drawable-hdpi/dailymotion.jpg (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/dailymotion.jpg:1495621) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/res/drawable-hdpi/facebook.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/facebook.png:1495621) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/res/drawable-hdpi/twitter.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/twitter.png:1495621) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/res/drawable-hdpi/youtube.jpg (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/youtube.jpg:1495621) - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/lint.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/facebook.png - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/twitter.png - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable-hdpi/youtube.jpg
1496198,Thomas,"2015-07-24 09:30:51 +0100 (Fri, 24 Jul 2015)",2,"PHONE-465: Phone 2.0 - App Crashes after first launch.PHONE-464: Phone 2.0 - App Crashes when you navigate to Share tab.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml
1496201,Thomas,"2015-07-24 09:37:34 +0100 (Fri, 24 Jul 2015)",1,"PHONE-436: Phone - Disable TV Beaming",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/booleans.xml
1496204,Thomas,"2015-07-24 09:43:16 +0100 (Fri, 24 Jul 2015)",1,"PHONE-434: PHONE 2.0 - Slide menu title is "Personal Cloud"",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml
1496231,Thomas,"2015-07-24 10:45:10 +0100 (Fri, 24 Jul 2015)",1,"PHONE-466: Phone 2.0 - "MigrationInfo" Text appears frequently went navigate to "what to back up".",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/migration/MigrationInfo.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/SettingsDataclassesActivity.java
1496265,Thomas,"2015-07-24 11:27:05 +0100 (Fri, 24 Jul 2015)",1,"PHONE-397: Phone 2.0 - "Content found" notification does not pop up.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/HomeScreenFragment.java
1496285,Thomas,"2015-07-24 11:49:13 +0100 (Fri, 24 Jul 2015)",1,"Changed project jira key",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1496435,/OU=Domain Control Validated/CN=svn.company.net,"2015-07-24 14:43:57 +0100 (Fri, 24 Jul 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1496513,Thomas,"2015-07-24 16:00:58 +0100 (Fri, 24 Jul 2015)",1,"Wrong commit",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1496519,Thomas,"2015-07-24 16:13:21 +0100 (Fri, 24 Jul 2015)",1,"Added QA Tested to the jira report, revert settings.gradle",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/settings.gradle
1496908,Thomas,"2015-07-27 09:26:01 +0100 (Mon, 27 Jul 2015)",1,"PHONE-478: PHONE 2.0 - Homescreen Timeline should be bolded",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/home_screen_section_header.xml
1496931,Thomas,"2015-07-27 10:10:44 +0100 (Mon, 27 Jul 2015)",1,"PHONE-471: Phone - Shadow ro right of Logo",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-ldpi/splash_icon.png - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxxhdpi/splash_icon.png - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxxhdpi/splash_title.png
1497063,Nicky,"2015-07-27 13:01:18 +0100 (Mon, 27 Jul 2015)",3,"finalisation of ANDINT-3395;Potential NPE fixed.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1497472,Thomas,"2015-07-28 08:38:12 +0100 (Tue, 28 Jul 2015)",1,"Set gap strategy to GAP_HANDLING_NONE",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/CursorDataViewFragment.java
1497536,Thomas,"2015-07-28 10:22:46 +0100 (Tue, 28 Jul 2015)",1,"PHONE-491: Phone - Countly End Points",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties
1498083,Thomas,"2015-07-29 10:06:55 +0100 (Wed, 29 Jul 2015)",1,"PHONE-340: Phone 2.0 - PUSH Notification are not working - DEV / API",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties
1498300,Thomas,"2015-07-29 14:20:59 +0100 (Wed, 29 Jul 2015)",1,"Set up correct prod endpoints",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties
1498319,Thomas,"2015-07-29 14:46:30 +0100 (Wed, 29 Jul 2015)",1,"Update prod values",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties
1498709,Thomas,"2015-07-30 09:05:21 +0100 (Thu, 30 Jul 2015)",1,"PHONE-423: External web addresses for auth, upgrade and logout need to be retrieved from SNC.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-config/res/values/environment.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/prod_lowbandwidth.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/qa.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/qa_lowbandwidth.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct/build-config/voucher.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/mct-att/build-config/qa.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_homescreen.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_homescreensettings.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/prod_integrated.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_homescreen.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_homescreensettings.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client/build-config/qa_integrated.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/booleans.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/booleans.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/atp/AbstractAtpAuthActivity.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/atp/AtpAuthActivity.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/UpgradeFragment.java
1498744,Thomas,"2015-07-30 09:58:03 +0100 (Thu, 30 Jul 2015)",1,"Changed release email subject",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/build.gradle
1498787,/OU=Domain Control Validated/CN=svn.company.net,"2015-07-30 10:43:33 +0100 (Thu, 30 Jul 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1498934,Thomas,"2015-07-30 14:09:42 +0100 (Thu, 30 Jul 2015)",2,"PHONE-450: Include Phone strings.xml file in final build before FATMoved nab_account_type, dataclasses, dataclasses_extended_pcloud and dataclasses_extended_mct into configuration",Changed paths: - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/configurations.xml (from /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xml:1498726) - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values-es/strings.xml
1498952,Thomas,"2015-07-30 14:33:20 +0100 (Thu, 30 Jul 2015)",1,"Removed unused strings",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml
1498965,Thomas,"2015-07-30 14:39:58 +0100 (Thu, 30 Jul 2015)",1,"Added ignores UnusedResources",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml
1498977,Thomas,"2015-07-30 14:49:48 +0100 (Thu, 30 Jul 2015)",1,"Fixing libpng warning: iCCP: Not recognizing known sRGB profile that has been edited",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxxhdpi/splash_icon.png - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxxhdpi/splash_title.png
1498978,Thomas,"2015-07-30 14:50:17 +0100 (Thu, 30 Jul 2015)",1,"Updated icon.png",Changed paths: - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-hdpi/icon.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-hdpi/ic_launcher.png:1498726) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-ldpi/icon.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-ldpi/ic_launcher.png:1498726) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-mdpi/icon.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-mdpi/ic_launcher.png:1498726) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xhdpi/icon.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xhdpi/ic_launcher.png:1498726) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxhdpi/icon.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxhdpi/ic_launcher.png:1498726) - A /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxxhdpi/icon.png (from /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/drawable-xxxhdpi/ic_launcher.png:1498726)
1498989,Thomas,"2015-07-30 15:01:09 +0100 (Thu, 30 Jul 2015)",1,"Put translatable="false"",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/configurations.xml
1499015,/OU=Domain Control Validated/CN=svn.company.net,"2015-07-30 15:31:45 +0100 (Thu, 30 Jul 2015)",1,"[gradle-release] prepare for next development iteration",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/version.properties
1499392,Thomas,"2015-07-31 11:25:54 +0100 (Fri, 31 Jul 2015)",1,"PHONE-418: Login errors need to be handled.",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/model/src/com/biscay/client/android/model/auth/WebAuthErrorCodes.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/atp/AbstractAtpAuthActivity.java - A /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/views/WebAuthErrorDisplayer.java
1499498,Thomas,"2015-07-31 13:13:05 +0100 (Fri, 31 Jul 2015)",1,"Set mct.cloud.fallback to false",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/dev.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/prod.properties - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/build-config/qa.properties
1499540,Thomas,"2015-07-31 13:53:01 +0100 (Fri, 31 Jul 2015)",1,"Removed Reliance specific login and download classes",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/jd_login.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/mhood_download.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/booleans.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/JDMdnLogin.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/MhoodDownloadActivity.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/NabSplashLogoActivity.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/RilNabSplashLogoActivity.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/model/Contact.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/model/ContactStats.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/receiver - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/util/ActivityLauncher.java
1499551,Thomas,"2015-07-31 14:02:01 +0100 (Fri, 31 Jul 2015)",1,"PHONE-578: "/n" showing up in string rather than text moving to new line",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml
1499580,Thomas,"2015-07-31 14:38:41 +0100 (Fri, 31 Jul 2015)",1,"Removed NAB QuotaManagement feature",Changed paths: - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/common/mvn-manifest/AndroidManifest.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/drawable/selected_item_border.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/quota_item.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/quota_management.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/quota_management_footer.xml - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/layout/quota_management_header.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/res/values/strings.xml - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/application/SyncDriveModule.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/dialogs/factory/WarningButtonsActivity.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/gui/fragments/StorageMeterFragment.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/QuotaManagement.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/adapters/QuotaManagementAdapter.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/fragments/QuotaManagementFragment.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/fragments/SettingsFragment.java - D /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/model/DataPlan.java - M /cloud/personal/client-international/android/branches/android-15.2-solutions/libs/ui/src/com/biscay/client/android/ui/nab/util/ActivityLauncher.java
1499589,Thomas,"2015-07-31 14:45:12 +0100 (Fri, 31 Jul 2015)",1,"Removed unused resources",Changed paths: - D /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/layout-sw600dp - M /cloud/personal/client-international/android/branches/android-15.2-solutions/clients/client-att/res/values/strings.xml
